dim,total,iter,pi_est,count
11,100000,5,3.24535492,110
11,100000,6,3.12908033,90
11,100000,7,3.16601409,96
11,100000,8,3.18960025,100
11,100000,9,3.31682087,124
11,100000,10,3.01967501,74
11,100000,11,3.20678835,103
11,100000,12,3.17790564,98
11,100000,13,3.16601409,96
11,100000,14,3.25600443,112
11,100000,15,3.03435228,76
11,100000,16,3.20678835,103
11,100000,17,3.12908033,90
11,100000,18,3.04157273,77
11,100000,19,3.10332231,86
11,100000,20,3.08335253,83
11,100000,21,3.22357161,106
11,100000,22,3.08335253,83
11,100000,23,3.16601409,96
11,100000,24,3.20110503,102
11,100000,25,3.20110503,102
11,100000,26,3.25069930,111
11,100000,27,3.18377710,99
11,100000,28,3.12908033,90
11,100000,29,3.17198494,97
11,100000,30,3.10985225,87
11,100000,31,3.24535492,110
11,100000,32,3.20110503,102
11,100000,33,3.14779095,93
11,100000,34,3.16601409,96
11,100000,35,3.17198494,97
11,100000,36,3.10332231,86
11,100000,37,3.15999214,95
11,100000,38,3.30702931,122
11,100000,39,3.17790564,98
11,100000,40,3.18377710,99
11,100000,41,3.18377710,99
11,100000,42,3.05578644,79
11,100000,43,3.14160967,92
11,100000,44,3.18377710,99
11,100000,45,3.16601409,96
11,100000,46,3.13537316,91
11,100000,47,3.17790564,98
11,100000,48,3.14160967,92
11,100000,49,3.20110503,102
11,100000,50,2.98150877,69
11,100000,51,3.08335253,83
11,100000,52,3.10985225,87
11,100000,53,3.16601409,96
11,100000,54,3.23454578,108
11,100000,55,3.14779095,93
11,100000,56,3.17198494,97
11,100000,57,3.02705368,75
11,100000,58,3.18960025,100
11,100000,59,3.23997063,109
11,100000,60,3.04871686,78
11,100000,61,3.14160967,92
11,100000,62,3.01221431,73
11,100000,63,3.18377710,99
11,100000,64,3.17198494,97
11,100000,65,3.12908033,90
11,100000,66,3.20110503,102
11,100000,67,3.10985225,87
11,100000,68,3.21242670,104
11,100000,69,3.12908033,90
11,100000,70,3.02705368,75
11,100000,71,3.16601409,96
11,100000,72,3.10985225,87
11,100000,73,3.12908033,90
11,100000,74,3.05578644,79
11,100000,75,3.11632107,88
11,100000,76,3.10985225,87
11,100000,77,3.01967501,74
11,100000,78,3.14160967,92
11,100000,79,2.98150877,69
11,100000,80,3.17790564,98
11,100000,81,3.18377710,99
11,100000,82,3.23454578,108
11,100000,83,3.20110503,102
11,100000,84,3.15391810,94
11,100000,85,3.12273003,89
11,100000,86,3.19537594,101
11,100000,87,3.10332231,86
11,100000,88,3.15391810,94
11,100000,89,3.14779095,93
11,100000,90,3.20678835,103
11,100000,91,3.09672994,85
11,100000,92,3.10332231,86
11,100000,93,3.15999214,95
11,100000,94,3.09672994,85
11,100000,95,3.18960025,100
11,100000,96,3.07656466,82
11,100000,97,3.10332231,86
11,100000,98,3.03435228,76
11,100000,99,3.11632107,88
11,100000,summary,3.14609260,0.06819864
11,500000,0,3.14902068,466
11,500000,1,3.14160967,460
11,500000,2,3.16240712,477
11,500000,3,3.16960267,483
11,500000,4,3.11632107,440
11,500000,5,3.20224533,511
11,500000,6,3.16601409,480
11,500000,7,3.14160967,460
11,500000,8,3.14408875,462
11,500000,9,3.14532500,463
11,500000,10,3.19996290,509
11,500000,11,3.11889177,442
11,500000,12,3.13662493,456
11,500000,13,3.14902068,466
11,500000,14,3.09141021,421
11,500000,15,3.16601409,480
11,500000,16,3.17908384,491
11,500000,17,3.12400474,446
11,500000,18,3.21242670,520
11,500000,19,3.14902068,466
11,500000,20,3.17554332,488
11,500000,21,3.15147367,468
11,500000,22,3.12527712,447
11,500000,23,3.15513712,471
11,500000,24,3.11503214,439
11,500000,25,3.15024825,467
11,500000,26,3.15513712,471
11,500000,27,3.07245937,407
11,500000,28,3.12273003,445
11,500000,29,3.13662493,456
11,500000,30,3.17317306,486
11,500000,31,3.10594170,432
11,500000,32,3.12145297,444
11,500000,33,3.15878153,474
11,500000,34,3.13537316,455
11,500000,35,3.13662493,456
11,500000,36,3.12781490,449
11,500000,37,3.15391810,470
11,500000,38,3.10463325,431
11,500000,39,3.13034346,451
11,500000,40,3.14655906,464
11,500000,41,3.09937447,427
11,500000,42,3.16721232,481
11,500000,43,3.13912175,458
11,500000,44,3.10985225,435
11,500000,45,3.14285031,461
11,500000,46,3.10724768,433
11,500000,47,3.11632107,440
11,500000,48,3.16481382,479
11,500000,49,3.14036682,459
11,500000,50,3.18026008,492
11,500000,51,3.13662493,456
11,500000,52,3.09007381,420
11,500000,53,3.11244704,437
11,500000,54,3.16361150,478
11,500000,55,3.16840851,482
11,500000,56,3.14408875,462
11,500000,57,3.19307130,503
11,500000,58,3.12017355,443
11,500000,59,3.10724768,433
11,500000,60,3.03869381,383
11,500000,61,3.13537316,455
11,500000,62,3.14285031,461
11,500000,63,3.15024825,467
11,500000,64,3.16960267,483
11,500000,65,3.12400474,446
11,500000,66,3.14902068,466
11,500000,67,3.11632107,440
11,500000,68,3.14160967,460
11,500000,69,3.14779095,465
11,500000,70,3.06970872,405
11,500000,71,3.17554332,488
11,500000,72,3.14779095,465
11,500000,73,3.16601409,480
11,500000,74,3.09407522,423
11,500000,75,3.14036682,459
11,500000,76,3.11760761,441
11,500000,77,3.15513712,471
11,500000,78,3.11115087,436
11,500000,79,3.11115087,436
11,500000,80,3.12654717,448
11,500000,81,3.17198494,485
11,500000,82,3.16120067,476
11,500000,83,3.12781490,449
11,500000,84,3.15269695,469
11,500000,85,3.16240712,477
11,500000,86,3.16960267,483
11,500000,87,3.11115087,436
11,500000,88,3.11244704,437
11,500000,89,3.10463325,431
11,500000,90,3.12017355,443
11,500000,91,3.14408875,462
11,500000,92,3.16120067,476
11,500000,93,3.13160429,452
11,500000,94,3.09007381,420
11,500000,95,3.14532500,463
11,500000,96,3.12654717,448
11,500000,97,3.17908384,491
11,500000,98,3.14408875,462
11,500000,99,3.19075915,501
11,500000,summary,3.13959643,0.02949569
11,1000000,0,3.16781067,963
11,1000000,1,3.15147367,936
11,1000000,2,3.15147367,936
11,1000000,3,3.11503214,878
11,1000000,4,3.11374080,876
11,1000000,5,3.13474643,909
11,1000000,6,3.12654717,896
11,1000000,7,3.13662493,912
11,1000000,8,3.15330779,939
11,1000000,9,3.13349128,907
11,1000000,10,3.18084747,985
11,1000000,11,3.15086123,935
11,1000000,12,3.18960025,1000
11,1000000,13,3.10397809,861
11,1000000,14,3.11889177,884
11,1000000,15,3.14840609,931
11,1000000,16,3.14223026,921
11,1000000,17,3.13599933,911
11,1000000,18,3.14532500,926
11,1000000,19,3.10397809,861
11,1000000,20,3.12273003,890
11,1000000,21,3.14098852,919
11,1000000,22,3.12400474,892
11,1000000,23,3.12209179,889
11,1000000,24,3.15208558,937
11,1000000,25,3.14285031,922
11,1000000,26,3.13474643,909
11,1000000,27,3.08806433,837
11,1000000,28,3.12081355,887
11,1000000,29,3.14470715,925
11,1000000,30,3.12145297,888
11,1000000,31,3.16840851,964
11,1000000,32,3.13286285,906
11,1000000,33,3.15024825,934
11,1000000,34,3.16781067,963
11,1000000,35,3.13974456,917
11,1000000,36,3.17257925,971
11,1000000,37,3.15330779,939
11,1000000,38,3.13537316,910
11,1000000,39,3.19191617,1004
11,1000000,40,3.13849839,915
11,1000000,41,3.18436158,991
11,1000000,42,3.12971218,901
11,1000000,43,3.16300957,955
11,1000000,44,3.16721232,962
11,1000000,45,3.11824999,883
11,1000000,46,3.15330779,939
11,1000000,47,3.14594230,927
11,1000000,48,3.14779095,930
11,1000000,49,3.13787446,914
11,1000000,50,3.16900585,965
11,1000000,51,3.12081355,887
11,1000000,52,3.15513712,942
11,1000000,53,3.14779095,930
11,1000000,54,3.11824999,883
11,1000000,55,3.14223026,921
11,1000000,56,3.13097416,903
11,1000000,57,3.15452788,941
11,1000000,58,3.13724998,913
11,1000000,59,3.13223386,905
11,1000000,60,3.16240712,954
11,1000000,61,3.15878153,948
11,1000000,62,3.16180415,953
11,1000000,63,3.14532500,926
11,1000000,64,3.14160967,920
11,1000000,65,3.13787446,914
11,1000000,66,3.13662493,912
11,1000000,67,3.12971218,901
11,1000000,68,3.17790564,980
11,1000000,69,3.12464122,893
11,1000000,70,3.16960267,966
11,1000000,71,3.11824999,883
11,1000000,72,3.14470715,925
11,1000000,73,3.10789975,867
11,1000000,74,3.14594230,927
11,1000000,75,3.16300957,955
11,1000000,76,3.15513712,942
11,1000000,77,3.16180415,953
11,1000000,78,3.16781067,963
11,1000000,79,3.14779095,930
11,1000000,80,3.14408875,924
11,1000000,81,3.14160967,920
11,1000000,82,3.14346980,923
11,1000000,83,3.15513712,942
11,1000000,84,3.16361150,956
11,1000000,85,3.17317306,972
11,1000000,86,3.14963473,933
11,1000000,87,3.11244704,874
11,1000000,88,3.10985225,870
11,1000000,89,3.12464122,893
11,1000000,90,3.16421292,957
11,1000000,91,3.14532500,926
11,1000000,92,3.13849839,915
11,1000000,93,3.12971218,901
11,1000000,94,3.14594230,927
11,1000000,95,3.14717528,929
11,1000000,96,3.14655906,928
11,1000000,97,3.13097416,903
11,1000000,98,3.11503214,878
11,1000000,99,3.14963473,933
11,1000000,summary,3.14314697,0.01976054
11,5000000,0,3.13424464,4541
11,5000000,1,3.13662493,4560
11,5000000,2,3.14272634,4609
11,5000000,3,3.14433617,4622
11,5000000,4,3.13449558,4543
11,5000000,5,3.14877491,4658
11,5000000,6,3.13185619,4522
11,5000000,7,3.13574893,4553
11,5000000,8,3.14655906,4640
11,5000000,9,3.14507792,4628
11,5000000,10,3.15098376,4676
11,5000000,11,3.13474643,4545
11,5000000,12,3.13512254,4548
11,5000000,13,3.13812410,4572
11,5000000,14,3.14272634,4609
11,5000000,15,3.12042962,4432
11,5000000,16,3.13537316,4550
11,5000000,17,3.13361689,4536
11,5000000,18,3.13524786,4549
11,5000000,19,3.15049351,4672
11,5000000,20,3.14495435,4627
11,5000000,21,3.15671869,4723
11,5000000,22,3.14036682,4590
11,5000000,23,3.13999353,4587
11,5000000,24,3.13072195,4513
11,5000000,25,3.14680561,4642
11,5000000,26,3.13612449,4556
11,5000000,27,3.14902068,4660
11,5000000,28,3.13824888,4573
11,5000000,29,3.14011798,4588
11,5000000,30,3.13724998,4565
11,5000000,31,3.13700003,4563
11,5000000,32,3.14346980,4615
11,5000000,33,3.14938918,4663
11,5000000,34,3.14049120,4591
11,5000000,35,3.14148548,4599
11,5000000,36,3.14036682,4590
11,5000000,37,3.14136127,4598
11,5000000,38,3.13210799,4524
11,5000000,39,3.13046964,4511
11,5000000,40,3.11786463,4412
11,5000000,41,3.14309817,4612
11,5000000,42,3.14902068,4660
11,5000000,43,3.13662493,4560
11,5000000,44,3.14680561,4642
11,5000000,45,3.14742161,4647
11,5000000,46,3.14483076,4626
11,5000000,47,3.14371745,4617
11,5000000,48,3.14073991,4593
11,5000000,49,3.13787446,4570
11,5000000,50,3.13034346,4510
11,5000000,51,3.13887247,4578
11,5000000,52,3.14557198,4632
11,5000000,53,3.15024825,4670
11,5000000,54,3.14643575,4639
11,5000000,55,3.13724998,4565
11,5000000,56,3.14433617,4622
11,5000000,57,3.14865199,4657
11,5000000,58,3.13021725,4509
11,5000000,59,3.14816010,4653
11,5000000,60,3.12844790,4495
11,5000000,61,3.12933314,4502
11,5000000,62,3.13411914,4540
11,5000000,63,3.15477164,4707
11,5000000,64,3.13399361,4539
11,5000000,65,3.13887247,4578
11,5000000,66,3.14272634,4609
11,5000000,67,3.14098852,4595
11,5000000,68,3.14532500,4630
11,5000000,69,3.14692886,4643
11,5000000,70,3.13700003,4563
11,5000000,71,3.14285031,4610
11,5000000,72,3.13924636,4581
11,5000000,73,3.13612449,4556
11,5000000,74,3.12565838,4473
11,5000000,75,3.14717528,4645
11,5000000,76,3.15464977,4706
11,5000000,77,3.14483076,4626
11,5000000,78,3.14975748,4666
11,5000000,79,3.14495435,4627
11,5000000,80,3.11773614,4411
11,5000000,81,3.12857443,4496
11,5000000,82,3.13862310,4576
11,5000000,83,3.13962005,4584
11,5000000,84,3.14148548,4599
11,5000000,85,3.14840609,4655
11,5000000,86,3.14779095,4650
11,5000000,87,3.14865199,4657
11,5000000,88,3.14049120,4591
11,5000000,89,3.15135123,4679
11,5000000,90,3.15061610,4673
11,5000000,91,3.13122628,4517
11,5000000,92,3.14024241,4589
11,5000000,93,3.14779095,4650
11,5000000,94,3.14309817,4612
11,5000000,95,3.14470715,4625
11,5000000,96,3.14655906,4640
11,5000000,97,3.13712501,4564
11,5000000,98,3.12958585,4504
11,5000000,99,3.14322207,4613
11,5000000,summary,3.14056516,0.00763532
11,10000000,0,3.14092637,9189
11,10000000,1,3.14154758,9199
11,10000000,2,3.14377934,9235
11,10000000,3,3.14674398,9283
11,10000000,4,3.13040655,9021
11,10000000,5,3.14229229,9211
11,10000000,6,3.14748318,9295
11,10000000,7,3.14816010,9306
11,10000000,8,3.13254842,9055
11,10000000,9,3.13993130,9173
11,10000000,10,3.13154131,9039
11,10000000,11,3.14902068,9320
11,10000000,12,3.14148548,9198
11,10000000,13,3.14662071,9281
11,10000000,14,3.13712501,9128
11,10000000,15,3.13793688,9141
11,10000000,16,3.14142338,9197
11,10000000,17,3.14433617,9244
11,10000000,18,3.13493451,9093
11,10000000,19,3.12502283,8936
11,10000000,20,3.14464533,9249
11,10000000,21,3.13824888,9146
11,10000000,22,3.14945058,9327
11,10000000,23,3.12680090,8964
11,10000000,24,3.13512254,9096
11,10000000,25,3.14346980,9230
11,10000000,26,3.14346980,9230
11,10000000,27,3.13806170,9143
11,10000000,28,3.13968231,9169
11,10000000,29,3.14643575,9278
11,10000000,30,3.13593674,9109
11,10000000,31,3.14408875,9240
11,10000000,32,3.14569545,9266
11,10000000,33,3.13749984,9134
11,10000000,34,3.13831127,9147
11,10000000,35,3.14105066,9191
11,10000000,36,3.14489256,9253
11,10000000,37,3.13868545,9153
11,10000000,38,3.15458882,9411
11,10000000,39,3.13905944,9159
11,10000000,40,3.13078501,9027
11,10000000,41,3.14278833,9219
11,10000000,42,3.13831127,9147
11,10000000,43,3.13918406,9161
11,10000000,44,3.14042901,9181
11,10000000,45,3.15416207,9404
11,10000000,46,3.15580668,9431
11,10000000,47,3.13649986,9118
11,10000000,48,3.13512254,9096
11,10000000,49,3.14291228,9221
11,10000000,50,3.14729846,9292
11,10000000,51,3.14649741,9279
11,10000000,52,3.13918406,9161
11,10000000,53,3.13918406,9161
11,10000000,54,3.13787446,9140
11,10000000,55,3.14408875,9240
11,10000000,56,3.14581888,9268
11,10000000,57,3.14371745,9234
11,10000000,58,3.14408875,9240
11,10000000,59,3.13731245,9131
11,10000000,60,3.14067774,9185
11,10000000,61,3.14223026,9210
11,10000000,62,3.14797555,9303
11,10000000,63,3.13849839,9150
11,10000000,64,3.13355409,9071
11,10000000,65,3.14489256,9253
11,10000000,66,3.13662493,9120
11,10000000,67,3.13474643,9090
11,10000000,68,3.14049120,9182
11,10000000,69,3.14588060,9269
11,10000000,70,3.13781204,9139
11,10000000,71,3.13065888,9025
11,10000000,72,3.12901711,8999
11,10000000,73,3.14791402,9302
11,10000000,74,3.13480913,9091
11,10000000,75,3.14123705,9194
11,10000000,76,3.14655906,9280
11,10000000,77,3.14476896,9251
11,10000000,78,3.14353172,9231
11,10000000,79,3.14483076,9252
11,10000000,80,3.14260236,9216
11,10000000,81,3.14192003,9205
11,10000000,82,3.14791402,9302
11,10000000,83,3.13693752,9125
11,10000000,84,3.13411914,9080
11,10000000,85,3.14254035,9215
11,10000000,86,3.14520147,9258
11,10000000,87,3.13899712,9158
11,10000000,88,3.14458351,9248
11,10000000,89,3.14483076,9252
11,10000000,90,3.13749984,9134
11,10000000,91,3.13843602,9149
11,10000000,92,3.13543580,9101
11,10000000,93,3.13899712,9158
11,10000000,94,3.14544850,9262
11,10000000,95,3.13874780,9154
11,10000000,96,3.15104502,9353
11,10000000,97,3.13862310,9152
11,10000000,98,3.13587414,9108
11,10000000,99,3.13531051,9099
11,10000000,summary,3.14091303,0.00570217
11,50000000,0,3.14192003,46025
11,50000000,1,3.14304861,46116
11,50000000,2,3.14294946,46108
11,50000000,3,3.14112522,45961
11,50000000,4,3.14091394,45944
11,50000000,5,3.13993130,45865
11,50000000,6,3.14272634,46090
11,50000000,7,3.13703752,45633
11,50000000,8,3.14187038,46021
11,50000000,9,3.14003087,45873
11,50000000,10,3.13532304,45496
11,50000000,11,3.14293707,46107
11,50000000,12,3.14392787,46187
11,50000000,13,3.14069017,45926
11,50000000,14,3.14103823,45954
11,50000000,15,3.13954532,45834
11,50000000,16,3.14391550,46186
11,50000000,17,3.13976946,45852
11,50000000,18,3.14105066,45955
11,50000000,19,3.14020509,45887
11,50000000,20,3.14294946,46108
11,50000000,21,3.14164692,46003
11,50000000,22,3.14282552,46098
11,50000000,23,3.14134885,45979
11,50000000,24,3.14462060,46243
11,50000000,25,3.14369269,46168
11,50000000,26,3.14117492,45965
11,50000000,27,3.14046633,45908
11,50000000,28,3.14369269,46168
11,50000000,29,3.14188280,46022
11,50000000,30,3.13986906,45860
11,50000000,31,3.14462060,46243
11,50000000,32,3.14464533,46245
11,50000000,33,3.13643731,45585
11,50000000,34,3.13856075,45755
11,50000000,35,3.14612739,46365
11,50000000,36,3.14245354,46068
11,50000000,37,3.14165934,46004
11,50000000,38,3.14203173,46034
11,50000000,39,3.14208137,46038
11,50000000,40,3.14229229,46055
11,50000000,41,3.14613972,46366
11,50000000,42,3.13892234,45784
11,50000000,43,3.14070261,45927
11,50000000,44,3.14289989,46104
11,50000000,45,3.14287510,46102
11,50000000,46,3.14056582,45916
11,50000000,47,3.14249075,46071
11,50000000,48,3.14051608,45912
11,50000000,49,3.14098852,45950
11,50000000,50,3.13857322,45756
11,50000000,51,3.14345742,46149
11,50000000,52,3.14064044,45922
11,50000000,53,3.13706252,45635
11,50000000,54,3.14174625,46011
11,50000000,55,3.14621374,46372
11,50000000,56,3.13895973,45787
11,50000000,57,3.13789943,45702
11,50000000,58,3.13844849,45746
11,50000000,59,3.14731077,46461
11,50000000,60,3.14129916,45975
11,50000000,61,3.14268915,46087
11,50000000,62,3.13979436,45854
11,50000000,63,3.14307339,46118
11,50000000,64,3.14158483,45998
11,50000000,65,3.14485548,46262
11,50000000,66,3.14157241,45997
11,50000000,67,3.14098852,45950
11,50000000,68,3.14162208,46001
11,50000000,69,3.14039170,45902
11,50000000,70,3.14179590,46015
11,50000000,71,3.14260236,46080
11,50000000,72,3.14183315,46018
11,50000000,73,3.13969476,45846
11,50000000,74,3.14370507,46169
11,50000000,75,3.14410112,46201
11,50000000,76,3.13852333,45752
11,50000000,77,3.13989396,45862
11,50000000,78,3.14215582,46044
11,50000000,79,3.13960759,45839
11,50000000,80,3.14454641,46237
11,50000000,81,3.14123705,45970
11,50000000,82,3.14227989,46054
11,50000000,83,3.14151032,45992
11,50000000,84,3.14355649,46157
11,50000000,85,3.13772464,45688
11,50000000,86,3.14209378,46039
11,50000000,87,3.14370507,46169
11,50000000,88,3.14143580,45986
11,50000000,89,3.14262715,46082
11,50000000,90,3.13969476,45846
11,50000000,91,3.13816153,45723
11,50000000,92,3.14070261,45927
11,50000000,93,3.13986906,45860
11,50000000,94,3.14621374,46372
11,50000000,95,3.13751233,45671
11,50000000,96,3.13756229,45675
11,50000000,97,3.14394025,46188
11,50000000,98,3.14948741,46638
11,50000000,99,3.13688752,45621
11,50000000,summary,3.14153981,0.00244830
11,100000000,0,3.13869792,91532
11,100000000,1,3.13905321,91589
11,100000000,2,3.14432380,92438
11,100000000,3,3.14211239,92081
11,100000000,4,3.14350695,92306
11,100000000,5,3.14233571,92117
11,100000000,6,3.14324065,92263
11,100000000,7,3.14089530,91885
11,100000000,8,3.14272634,92180
11,100000000,9,3.14087044,91881
11,100000000,10,3.14343884,92295
11,100000000,11,3.14284411,92199
11,100000000,12,3.13933980,91635
11,100000000,13,3.14156620,91993
11,100000000,14,3.14252175,92147
11,100000000,15,3.13986283,91719
11,100000000,16,3.14111901,91921
11,100000000,17,3.14091394,91888
11,100000000,18,3.14473805,92505
11,100000000,19,3.13876650,91543
11,100000000,20,3.13823017,91457
11,100000000,21,3.14377315,92349
11,100000000,22,3.14281932,92195
11,100000000,23,3.14042279,91809
11,100000000,24,3.14035438,91798
11,100000000,25,3.14089530,91885
11,100000000,26,3.14189521,92046
11,100000000,27,3.14437946,92447
11,100000000,28,3.14063422,91843
11,100000000,29,3.14220545,92096
11,100000000,30,3.14383505,92359
11,100000000,31,3.14268295,92173
11,100000000,32,3.14270155,92176
11,100000000,33,3.14194486,92054
11,100000000,34,3.14104445,91909
11,100000000,35,3.14115628,91927
11,100000000,36,3.14026730,91784
11,100000000,37,3.14389693,92369
11,100000000,38,3.14016154,91767
11,100000000,39,3.13866675,91527
11,100000000,40,3.14244734,92135
11,100000000,41,3.14467006,92494
11,100000000,42,3.13945814,91654
11,100000000,43,3.13983794,91715
11,100000000,44,3.13928997,91627
11,100000000,45,3.14418154,92415
11,100000000,46,3.14147927,91979
11,100000000,47,3.14374840,92345
11,100000000,48,3.14116871,91929
11,100000000,49,3.14433617,92440
11,100000000,50,3.14040414,91806
11,100000000,51,3.14236672,92122
11,100000000,52,3.14082071,91873
11,100000000,53,3.14382886,92358
11,100000000,54,3.14167175,92010
11,100000000,55,3.14019264,91772
11,100000000,56,3.14107551,91914
11,100000000,57,3.14224887,92103
11,100000000,58,3.13849839,91500
11,100000000,59,3.13871663,91535
11,100000000,60,3.14276353,92186
11,100000000,61,3.14401450,92388
11,100000000,62,3.13991885,91728
11,100000000,63,3.13862934,91521
11,100000000,64,3.14494199,92538
11,100000000,65,3.14142338,91970
11,100000000,66,3.14020509,91774
11,100000000,67,3.14108173,91915
11,100000000,68,3.14158483,91996
11,100000000,69,3.14217443,92091
11,100000000,70,3.14385980,92363
11,100000000,71,3.14075234,91862
11,100000000,72,3.14232330,92115
11,100000000,73,3.14329640,92272
11,100000000,74,3.14206896,92074
11,100000000,75,3.14195727,92056
11,100000000,76,3.14325304,92265
11,100000000,77,3.14009309,91756
11,100000000,78,3.14111279,91920
11,100000000,79,3.13948305,91658
11,100000000,80,3.14392169,92373
11,100000000,81,3.13843602,91490
11,100000000,82,3.13911552,91599
11,100000000,83,3.14311056,92242
11,100000000,84,3.14448459,92464
11,100000000,85,3.13961382,91679
11,100000000,86,3.14056582,91832
11,100000000,87,3.13947682,91657
11,100000000,88,3.14458969,92481
11,100000000,89,3.14128053,91947
11,100000000,90,3.14251555,92146
11,100000000,91,3.14147927,91979
11,100000000,92,3.14332117,92276
11,100000000,93,3.14133022,91955
11,100000000,94,3.14210619,92080
11,100000000,95,3.14001842,91744
11,100000000,96,3.14152895,91987
11,100000000,97,3.14244114,92134
11,100000000,98,3.13954532,91668
11,100000000,99,3.14187659,92043
11,100000000,summary,3.14160978,0.00174554
11,500000000,0,3.14151529,459924
11,500000000,1,3.14026854,458921
11,500000000,2,3.14098106,459494
11,500000000,3,3.14216202,460445
11,500000000,4,3.14278089,460944
11,500000000,5,3.14065784,459234
11,500000000,6,3.14062178,459205
11,500000000,7,3.14225880,460523
11,500000000,8,3.14214217,460429
11,500000000,9,3.14226128,460525
11,500000000,10,3.14068023,459252
11,500000000,11,3.14082071,459365
11,500000000,12,3.14248455,460705
11,500000000,13,3.14211860,460410
11,500000000,14,3.14192128,460251
11,500000000,15,3.14101586,459522
11,500000000,16,3.14090027,459429
11,500000000,17,3.14234315,460591
11,500000000,18,3.14212232,460413
11,500000000,19,3.14178846,460144
11,500000000,20,3.14093508,459457
11,500000000,21,3.14072126,459285
11,500000000,22,3.14195603,460279
11,500000000,23,3.14326419,461334
11,500000000,24,3.14121220,459680
11,500000000,25,3.14030462,458950
11,500000000,26,3.14172638,460094
11,500000000,27,3.14277097,460936
11,500000000,28,3.14230470,460560
11,500000000,29,3.14083688,459378
11,500000000,30,3.14056955,459163
11,500000000,31,3.14258748,460788
11,500000000,32,3.14208137,460380
11,500000000,33,3.14237540,460617
11,500000000,34,3.14045638,459072
11,500000000,35,3.14083190,459374
11,500000000,36,3.14264451,460834
11,500000000,37,3.14217567,460456
11,500000000,38,3.14161339,460003
11,500000000,39,3.14100716,459515
11,500000000,40,3.14081450,459360
11,500000000,41,3.14162208,460010
11,500000000,42,3.14236300,460607
11,500000000,43,3.14155503,459956
11,500000000,44,3.14034070,458979
11,500000000,45,3.14097858,459492
11,500000000,46,3.14239277,460631
11,500000000,47,3.14267427,460858
11,500000000,48,3.14044767,459065
11,500000000,49,3.14029964,458946
11,500000000,50,3.14235059,460597
11,500000000,51,3.14204662,460352
11,500000000,52,3.14240765,460643
11,500000000,53,3.14065536,459232
11,500000000,54,3.14080953,459356
11,500000000,55,3.14258996,460790
11,500000000,56,3.14225383,460519
11,500000000,57,3.14187783,460216
11,500000000,58,3.14105563,459554
11,500000000,59,3.14095248,459471
11,500000000,60,3.14205531,460359
11,500000000,61,3.14215334,460438
11,500000000,62,3.14179094,460146
11,500000000,63,3.14080828,459355
11,500000000,64,3.14086298,459399
11,500000000,65,3.14205035,460355
11,500000000,66,3.14317251,461260
11,500000000,67,3.14124698,459708
11,500000000,68,3.14030337,458949
11,500000000,69,3.14166927,460048
11,500000000,70,3.14238905,460628
11,500000000,71,3.14218684,460465
11,500000000,72,3.14077223,459326
11,500000000,73,3.14063670,459217
11,500000000,74,3.14263211,460824
11,500000000,75,3.14197961,460298
11,500000000,76,3.14207641,460376
11,500000000,77,3.14068023,459252
11,500000000,78,3.14107303,459568
11,500000000,79,3.14258872,460789
11,500000000,80,3.14203297,460341
11,500000000,81,3.14158980,459984
11,500000000,82,3.14077347,459327
11,500000000,83,3.14070261,459270
11,500000000,84,3.14180584,460158
11,500000000,85,3.14244858,460676
11,500000000,86,3.14179839,460152
11,500000000,87,3.14021006,458874
11,500000000,88,3.14115504,459634
11,500000000,89,3.14257632,460779
11,500000000,90,3.14253539,460746
11,500000000,91,3.14056209,459157
11,500000000,92,3.14051483,459119
11,500000000,93,3.14264699,460836
11,500000000,94,3.14218436,460463
11,500000000,95,3.14251803,460732
11,500000000,96,3.14068023,459252
11,500000000,97,3.14065038,459228
11,500000000,98,3.14249571,460714
11,500000000,99,3.14204538,460351
11,500000000,summary,3.14159763,0.00080796
12,10000,0,2.57997446,1
12,10000,1,3.09838668,3
12,10000,2,3.56833057,7
12,10000,3,3.25056414,4
12,10000,4,3.37373066,5
12,10000,5,2.89592342,2
12,10000,6,3.25056414,4
12,10000,7,2.57997446,1
12,10000,8,2.89592342,2
12,10000,9,2.89592342,2
12,10000,10,3.56833057,7
12,10000,11,3.37373066,5
12,10000,12,3.47782146,6
12,10000,13,3.09838668,3
12,10000,14,2.89592342,2
12,10000,15,3.09838668,3
12,10000,16,3.25056414,4
12,10000,17,2.89592342,2
12,10000,18,3.25056414,4
12,10000,19,2.89592342,2
12,10000,20,2.89592342,2
12,10000,21,2.89592342,2
12,10000,22,3.47782146,6
12,10000,23,3.56833057,7
12,10000,24,3.47782146,6
12,10000,25,3.09838668,3
12,10000,26,0.00000000,0
12,10000,27,3.37373066,5
12,10000,28,2.57997446,1
12,10000,29,2.89592342,2
12,10000,30,0.00000000,0
12,10000,31,3.37373066,5
12,10000,32,2.89592342,2
12,10000,33,3.09838668,3
12,10000,34,2.89592342,2
12,10000,35,3.37373066,5
12,10000,36,3.37373066,5
12,10000,37,3.47782146,6
12,10000,38,2.57997446,1
12,10000,39,3.09838668,3
12,10000,40,3.09838668,3
12,10000,41,3.09838668,3
12,10000,42,3.09838668,3
12,10000,43,0.00000000,0
12,10000,44,3.37373066,5
12,10000,45,3.09838668,3
12,10000,46,0.00000000,0
12,10000,47,2.89592342,2
12,10000,48,3.09838668,3
12,10000,49,2.57997446,1
12,10000,50,3.25056414,4
12,10000,51,3.37373066,5
