dim,total,iter,pi_est,count
4,5000000,93,3.14164085,1542173
4,5000000,94,3.14372213,1544217
4,5000000,95,3.14048761,1541041
4,5000000,96,3.14239246,1542911
4,5000000,97,3.14052225,1541075
4,5000000,98,3.14120181,1541742
4,5000000,99,3.14239654,1542915
4,5000000,summary,3.14147992,0.00100365
4,10000000,0,3.14184965,3084756
4,10000000,1,3.14207269,3085194
4,10000000,2,3.14199478,3085041
4,10000000,3,3.14145750,3083986
4,10000000,4,3.14097514,3083039
4,10000000,5,3.14120283,3083486
4,10000000,6,3.14052276,3082151
4,10000000,7,3.14110808,3083300
4,10000000,8,3.14187715,3084810
4,10000000,9,3.14176918,3084598
4,10000000,10,3.14242658,3085889
4,10000000,11,3.14102811,3083143
4,10000000,12,3.14119824,3083477
4,10000000,13,3.14234613,3085731
4,10000000,14,3.14196524,3084983
4,10000000,15,3.14135716,3083789
4,10000000,16,3.14248564,3086005
4,10000000,17,3.14207931,3085207
4,10000000,18,3.14216791,3085381
4,10000000,19,3.14182215,3084702
4,10000000,20,3.14184252,3084742
4,10000000,21,3.14154051,3084149
4,10000000,22,3.14135767,3083790
4,10000000,23,3.14144273,3083957
4,10000000,24,3.14049423,3082095
4,10000000,25,3.14139638,3083866
4,10000000,26,3.14153644,3084141
4,10000000,27,3.14136735,3083809
4,10000000,28,3.14117023,3083422
4,10000000,29,3.14156190,3084191
4,10000000,30,3.14103321,3083153
4,10000000,31,3.14178395,3084627
4,10000000,32,3.14225804,3085558
4,10000000,33,3.14181654,3084691
4,10000000,34,3.14104288,3083172
4,10000000,35,3.14173608,3084533
4,10000000,36,3.14123543,3083550
4,10000000,37,3.14272188,3086469
4,10000000,38,3.14202024,3085091
4,10000000,39,3.14212209,3085291
4,10000000,40,3.14151861,3084106
4,10000000,41,3.14158584,3084238
4,10000000,42,3.14098176,3083052
4,10000000,43,3.14073877,3082575
4,10000000,44,3.14136429,3083803
4,10000000,45,3.14178497,3084629
4,10000000,46,3.14089669,3082885
4,10000000,47,3.14123135,3083542
4,10000000,48,3.14098838,3083065
4,10000000,49,3.14107192,3083229
4,10000000,50,3.14143509,3083942
4,10000000,51,3.14158126,3084229
4,10000000,52,3.14152065,3084110
4,10000000,53,3.14143967,3083951
4,10000000,54,3.14194080,3084935
4,10000000,55,3.14130113,3083679
4,10000000,56,3.14202737,3085105
4,10000000,57,3.14206505,3085179
4,10000000,58,3.14173710,3084535
4,10000000,59,3.14122015,3083520
4,10000000,60,3.14214296,3085332
4,10000000,61,3.14213125,3085309
4,10000000,62,3.14099093,3083070
4,10000000,63,3.14208797,3085224
4,10000000,64,3.14163422,3084333
4,10000000,65,3.14158024,3084227
4,10000000,66,3.14086663,3082826
4,10000000,67,3.14081365,3082722
4,10000000,68,3.14120130,3083483
4,10000000,69,3.14159654,3084259
4,10000000,70,3.14179159,3084642
4,10000000,71,3.14185219,3084761
4,10000000,72,3.14128178,3083641
4,10000000,73,3.14067661,3082453
4,10000000,74,3.14100977,3083107
4,10000000,75,3.14164696,3084358
4,10000000,76,3.14218777,3085420
4,10000000,77,3.14200853,3085068
4,10000000,78,3.14219337,3085431
4,10000000,79,3.14186187,3084780
4,10000000,80,3.14186187,3084780
4,10000000,81,3.14237566,3085789
4,10000000,82,3.14128432,3083646
4,10000000,83,3.14082435,3082743
4,10000000,84,3.14129757,3083672
4,10000000,85,3.14120436,3083489
4,10000000,86,3.14083607,3082766
4,10000000,87,3.14120690,3083494
4,10000000,88,3.14144425,3083960
4,10000000,89,3.14167293,3084409
4,10000000,90,3.14047691,3082061
4,10000000,91,3.14094355,3082977
4,10000000,92,3.14128891,3083655
4,10000000,93,3.14210375,3085255
4,10000000,94,3.14150945,3084088
4,10000000,95,3.14064197,3082385
4,10000000,96,3.14186492,3084786
4,10000000,97,3.14311234,3087236
4,10000000,98,3.14179821,3084655
4,10000000,99,3.14269082,3086408
4,10000000,summary,3.14155613,0.00052350
4,50000000,0,3.14215834,15426811
4,50000000,1,3.14201739,15425427
4,50000000,2,3.14194467,15424713
4,50000000,3,3.14185423,15423825
4,50000000,4,3.14180025,15423295
4,50000000,5,3.14139414,15419308
4,50000000,6,3.14126843,15418074
4,50000000,7,3.14135003,15418875
4,50000000,8,3.14139872,15419353
4,50000000,9,3.14125142,15417907
4,50000000,10,3.14141115,15419475
4,50000000,11,3.14133526,15418730
4,50000000,12,3.14124887,15417882
4,50000000,13,3.14152941,15420636
4,50000000,14,3.14150028,15420350
4,50000000,15,3.14141899,15419552
4,50000000,16,3.14143234,15419683
4,50000000,17,3.14164665,15421787
4,50000000,18,3.14189629,15424238
4,50000000,19,3.14179006,15423195
4,50000000,20,3.14205436,15425790
4,50000000,21,3.14228075,15428013
4,50000000,22,3.14178293,15423125
4,50000000,23,3.14192960,15424565
4,50000000,24,3.14189039,15424180
4,50000000,25,3.14183406,15423627
4,50000000,26,3.14195720,15424836
4,50000000,27,3.14164981,15421818
4,50000000,28,3.14114160,15416829
4,50000000,29,3.14141288,15419492
4,50000000,30,3.14135339,15418908
4,50000000,31,3.14161976,15421523
4,50000000,32,3.14151729,15420517
4,50000000,33,3.14126894,15418079
4,50000000,34,3.14124286,15417823
4,50000000,35,3.14104614,15415892
4,50000000,36,3.14136103,15418983
4,50000000,37,3.14154561,15420795
4,50000000,38,3.14164472,15421768
4,50000000,39,3.14182367,15423525
4,50000000,40,3.14209082,15426148
4,50000000,41,3.14190047,15424279
4,50000000,42,3.14200649,15425320
4,50000000,43,3.14197227,15424984
4,50000000,44,3.14182235,15423512
4,50000000,45,3.14182877,15423575
4,50000000,46,3.14157841,15421117
4,50000000,47,3.14187338,15424013
4,50000000,48,3.14157056,15421040
4,50000000,49,3.14146799,15420033
4,50000000,50,3.14170094,15422320
4,50000000,51,3.14152055,15420549
4,50000000,52,3.14117777,15417184
4,50000000,53,3.14126731,15418063
4,50000000,54,3.14153837,15420724
4,50000000,55,3.14132701,15418649
4,50000000,56,3.14155090,15420847
4,50000000,57,3.14141695,15419532
4,50000000,58,3.14161793,15421505
4,50000000,59,3.14122931,15417690
4,50000000,60,3.14129461,15418331
4,50000000,61,3.14180320,15423324
4,50000000,62,3.14184476,15423732
4,50000000,63,3.14193072,15424576
4,50000000,64,3.14220285,15427248
4,50000000,65,3.14181858,15423475
4,50000000,66,3.14181176,15423408
4,50000000,67,3.14161752,15421501
4,50000000,68,3.14171581,15422466
4,50000000,69,3.14179699,15423263
4,50000000,70,3.14155732,15420910
4,50000000,71,3.14115698,15416980
4,50000000,72,3.14152972,15420639
4,50000000,73,3.14155447,15420882
4,50000000,74,3.14136011,15418974
4,50000000,75,3.14147960,15420147
4,50000000,76,3.14129380,15418323
4,50000000,77,3.14123196,15417716
4,50000000,78,3.14115301,15416941
4,50000000,79,3.14173364,15422641
4,50000000,80,3.14172172,15422524
4,50000000,81,3.14172579,15422564
4,50000000,82,3.14169748,15422286
4,50000000,83,3.14193856,15424653
4,50000000,84,3.14183549,15423641
4,50000000,85,3.14195231,15424788
4,50000000,86,3.14221639,15427381
4,50000000,87,3.14182816,15423569
4,50000000,88,3.14186258,15423907
4,50000000,89,3.14178517,15423147
4,50000000,90,3.14151250,15420470
4,50000000,91,3.14155936,15420930
4,50000000,92,3.14138446,15419213
4,50000000,93,3.14159766,15421306
4,50000000,94,3.14143651,15419724
4,50000000,95,3.14116951,15417103
4,50000000,96,3.14133088,15418687
4,50000000,97,3.14129940,15418378
4,50000000,98,3.14114476,15416860
4,50000000,99,3.14156170,15420953
4,50000000,summary,3.14160910,0.00028271
4,100000000,0,3.14162506,30843150
4,100000000,1,3.14148800,30840459
4,100000000,2,3.14132227,30837205
4,100000000,3,3.14159557,30842571
4,100000000,4,3.14167013,30844035
4,100000000,5,3.14179954,30846576
4,100000000,6,3.14179826,30846551
4,100000000,7,3.14200232,30850558
4,100000000,8,3.14194727,30849477
4,100000000,9,3.14198704,30850258
4,100000000,10,3.14165393,30843717
4,100000000,11,3.14173272,30845264
4,100000000,12,3.14172783,30845168
4,100000000,13,3.14168918,30844409
4,100000000,14,3.14142235,30839170
4,100000000,15,3.14124210,30835631
4,100000000,16,3.14157897,30842245
4,100000000,17,3.14153150,30841313
4,100000000,18,3.14150868,30840865
4,100000000,19,3.14130190,30836805
4,100000000,20,3.14124149,30835619
4,100000000,21,3.14128733,30836519
4,100000000,22,3.14142617,30839245
4,100000000,23,3.14151092,30840909
4,100000000,24,3.14173552,30845319
4,100000000,25,3.14174596,30845524
4,100000000,26,3.14171861,30844987
4,100000000,27,3.14178324,30846256
4,100000000,28,3.14194014,30849337
4,100000000,29,3.14191356,30848815
4,100000000,30,3.14194997,30849530
4,100000000,31,3.14179531,30846493
4,100000000,32,3.14178945,30846378
4,100000000,33,3.14165485,30843735
4,100000000,34,3.14147211,30840147
4,100000000,35,3.14145969,30839903
4,100000000,36,3.14162445,30843138
4,100000000,37,3.14157688,30842204
4,100000000,38,3.14122896,30835373
4,100000000,39,3.14123568,30835505
4,100000000,40,3.14138359,30838409
4,100000000,41,3.14129359,30836642
4,100000000,42,3.14138207,30838379
4,100000000,43,3.14154622,30841602
4,100000000,44,3.14151668,30841022
4,100000000,45,3.14133373,30837430
4,100000000,46,3.14177499,30846094
4,100000000,47,3.14170797,30844778
4,100000000,48,3.14195287,30849587
4,100000000,49,3.14192670,30849073
4,100000000,50,3.14197879,30850096
4,100000000,51,3.14192008,30848943
4,100000000,52,3.14185433,30847652
4,100000000,53,3.14167838,30844197
4,100000000,54,3.14166162,30843868
4,100000000,55,3.14159093,30842480
4,100000000,56,3.14162720,30843192
4,100000000,57,3.14135176,30837784
4,100000000,58,3.14127948,30836365
4,100000000,59,3.14144364,30839588
4,100000000,60,3.14148775,30840454
4,100000000,61,3.14148587,30840417
4,100000000,62,3.14134753,30837701
4,100000000,63,3.14121271,30835054
4,100000000,64,3.14123762,30835543
4,100000000,65,3.14146524,30840012
4,100000000,66,3.14163015,30843250
4,100000000,67,3.14175172,30845637
4,100000000,68,3.14173924,30845392
4,100000000,69,3.14193535,30849243
4,100000000,70,3.14184730,30847514
4,100000000,71,3.14197523,30850026
4,100000000,72,3.14188316,30848218
4,100000000,73,3.14199916,30850496
4,100000000,74,3.14173781,30845364
4,100000000,75,3.14174749,30845554
4,100000000,76,3.14167568,30844144
4,100000000,77,3.14146804,30840067
4,100000000,78,3.14152141,30841115
4,100000000,79,3.14156104,30841893
4,100000000,80,3.14150573,30840807
4,100000000,81,3.14116646,30834146
4,100000000,82,3.14118780,30834565
4,100000000,83,3.14136582,30838060
4,100000000,84,3.14131448,30837052
4,100000000,85,3.14142984,30839317
4,100000000,86,3.14146626,30840032
4,100000000,87,3.14165826,30843802
4,100000000,88,3.14142663,30839254
4,100000000,89,3.14177662,30846126
4,100000000,90,3.14172381,30845089
4,100000000,91,3.14182637,30847103
4,100000000,92,3.14197884,30850097
4,100000000,93,3.14204143,30851326
4,100000000,94,3.14192058,30848953
4,100000000,95,3.14183885,30847348
4,100000000,96,3.14161477,30842948
4,100000000,97,3.14163937,30843431
4,100000000,98,3.14161706,30842993
4,100000000,99,3.14159088,30842479
4,100000000,summary,3.14161719,0.00022910
4,500000000,0,3.14159559,154212857
4,500000000,1,3.14154616,154208004
4,500000000,2,3.14155361,154208736
4,500000000,3,3.14157894,154211222
4,500000000,4,3.14158666,154211980
4,500000000,5,3.14156361,154209717
4,500000000,6,3.14151432,154204878
4,500000000,7,3.14156094,154209455
4,500000000,8,3.14163403,154216631
4,500000000,9,3.14166470,154219642
4,500000000,10,3.14161845,154215101
4,500000000,11,3.14158540,154211857
4,500000000,12,3.14162623,154215865
4,500000000,13,3.14171463,154224544
4,500000000,14,3.14168656,154221788
4,500000000,15,3.14162670,154215911
4,500000000,16,3.14159885,154213177
4,500000000,17,3.14162618,154215860
4,500000000,18,3.14164973,154218172
4,500000000,19,3.14163174,154216406
4,500000000,20,3.14153099,154206515
4,500000000,21,3.14154624,154208012
4,500000000,22,3.14160864,154214138
4,500000000,23,3.14159308,154212611
4,500000000,24,3.14156867,154210214
4,500000000,25,3.14153742,154207146
4,500000000,26,3.14155379,154208753
4,500000000,27,3.14159100,154212406
4,500000000,28,3.14162783,154216022
4,500000000,29,3.14158471,154211789
4,500000000,30,3.14156109,154209470
4,500000000,31,3.14158858,154212169
4,500000000,32,3.14170138,154223243
4,500000000,33,3.14168120,154221262
4,500000000,34,3.14163388,154216616
4,500000000,35,3.14160033,154213322
4,500000000,36,3.14161164,154214433
4,500000000,37,3.14166991,154220153
4,500000000,38,3.14168586,154221719
4,500000000,39,3.14156972,154210317
4,500000000,40,3.14155718,154209086
4,500000000,41,3.14159368,154212670
4,500000000,42,3.14161121,154214391
4,500000000,43,3.14158118,154211442
4,500000000,44,3.14152691,154206114
4,500000000,45,3.14156001,154209364
4,500000000,46,3.14157366,154210704
4,500000000,47,3.14160336,154213620
4,500000000,48,3.14157534,154210869
4,500000000,49,3.14154168,154207564
4,500000000,50,3.14155667,154209036
4,500000000,51,3.14162674,154215915
4,500000000,52,3.14163539,154216764
4,500000000,53,3.14161804,154215061
4,500000000,54,3.14159600,154212897
4,500000000,55,3.14162751,154215991
4,500000000,56,3.14171289,154224373
4,500000000,57,3.14168693,154221824
4,500000000,58,3.14161776,154215034
4,500000000,59,3.14156720,154210070
4,500000000,60,3.14160355,154213639
4,500000000,61,3.14163722,154216944
4,500000000,62,3.14160132,154213420
4,500000000,63,3.14154548,154207938
4,500000000,64,3.14154286,154207680
4,500000000,65,3.14161278,154214545
4,500000000,66,3.14160713,154213990
4,500000000,67,3.14157088,154210431
4,500000000,68,3.14152743,154206166
4,500000000,69,3.14154786,154208171
4,500000000,70,3.14163204,154216436
4,500000000,71,3.14163506,154216732
4,500000000,72,3.14161297,154214563
4,500000000,73,3.14155857,154209223
4,500000000,74,3.14158825,154212136
4,500000000,75,3.14168862,154221990
4,500000000,76,3.14168105,154221247
4,500000000,77,3.14165217,154218412
4,500000000,78,3.14160055,154213344
4,500000000,79,3.14162608,154215850
4,500000000,80,3.14168118,154221260
4,500000000,81,3.14167925,154221070
4,500000000,82,3.14155715,154209083
4,500000000,83,3.14152919,154206338
4,500000000,84,3.14159791,154213085
4,500000000,85,3.14160939,154214212
4,500000000,86,3.14157543,154210878
4,500000000,87,3.14152674,154206098
4,500000000,88,3.14156990,154210335
4,500000000,89,3.14156402,154209758
4,500000000,90,3.14159009,154212317
4,500000000,91,3.14158178,154211501
4,500000000,92,3.14156050,154209412
4,500000000,93,3.14156468,154209822
4,500000000,94,3.14164251,154217463
4,500000000,95,3.14166890,154220054
4,500000000,96,3.14162109,154215361
4,500000000,97,3.14160438,154213720
4,500000000,98,3.14161513,154214775
4,500000000,99,3.14168161,154221302
4,500000000,summary,3.14160271,0.00004698
5,10000,0,3.12784696,1627
5,10000,1,3.16594743,1677
5,10000,2,3.12784696,1627
5,10000,3,3.15458971,1662
5,10000,4,3.14926839,1655
5,10000,5,3.10231435,1594
5,10000,6,3.13705444,1639
5,10000,7,3.18848137,1707
5,10000,8,3.17122685,1684
5,10000,9,3.12707783,1626
5,10000,10,3.16670244,1678
5,10000,11,3.16896586,1681
5,10000,12,3.15534880,1663
5,10000,13,3.17197997,1685
5,10000,14,3.11705325,1613
5,10000,15,3.14317032,1647
5,10000,16,3.12707783,1626
5,10000,17,3.13245578,1633
5,10000,18,3.09763808,1588
5,10000,19,3.16141169,1671
5,10000,20,3.14087896,1644
5,10000,21,3.12399849,1622
5,10000,22,3.11705325,1613
5,10000,23,3.15534880,1663
5,10000,24,3.16670244,1678
5,10000,25,3.15002940,1656
5,10000,26,3.14926839,1655
5,10000,27,3.10930900,1603
5,10000,28,3.15002940,1656
5,10000,29,3.13858509,1641
5,10000,30,3.15838243,1667
5,10000,31,3.12707783,1626
5,10000,32,3.16443660,1675
5,10000,33,3.11782609,1614
5,10000,34,3.18698653,1705
5,10000,35,3.12476875,1623
5,10000,36,3.13705444,1639
5,10000,37,3.15686616,1665
5,10000,38,3.14774553,1653
5,10000,39,3.16368078,1674
5,10000,40,3.21668584,1745
5,10000,41,3.16745718,1679
5,10000,42,3.13475638,1636
5,10000,43,3.15458971,1662
5,10000,44,3.13552268,1637
5,10000,45,3.12322794,1621
5,10000,46,3.13781991,1640
5,10000,47,3.13552268,1637
5,10000,48,3.17574159,1690
5,10000,49,3.14774553,1653
5,10000,50,3.14011461,1643
5,10000,51,3.12861580,1628
5,10000,52,3.14240681,1646
5,10000,53,3.19370503,1714
5,10000,54,3.13858509,1641
5,10000,55,3.15534880,1663
5,10000,56,3.14774553,1653
5,10000,57,3.16670244,1678
5,10000,58,3.11241017,1607
5,10000,59,3.14164302,1645
5,10000,60,3.11163531,1606
5,10000,61,3.09295119,1582
5,10000,62,3.13705444,1639
5,10000,63,3.14622157,1651
5,10000,64,3.18399370,1701
5,10000,65,3.10775667,1601
5,10000,66,3.13322293,1634
5,10000,67,3.12476875,1623
5,10000,68,3.07251712,1556
5,10000,69,3.07093681,1554
5,10000,70,3.14087896,1644
5,10000,71,3.15534880,1663
5,10000,72,3.15383035,1661
5,10000,73,3.13015264,1630
5,10000,74,3.10775667,1601
5,10000,75,3.16443660,1675
5,10000,76,3.13475638,1636
5,10000,77,3.14774553,1653
5,10000,78,3.13398979,1635
5,10000,79,3.12861580,1628
5,10000,80,3.13628870,1638
5,10000,81,3.16141169,1671
5,10000,82,3.12168598,1619
5,10000,83,3.13245578,1633
5,10000,84,3.14545917,1650
5,10000,85,3.11859864,1615
5,10000,86,3.10387076,1596
5,10000,87,3.17498980,1689
5,10000,88,3.16745718,1679
5,10000,89,3.18474231,1702
5,10000,90,3.14622157,1651
5,10000,91,3.16216832,1672
5,10000,92,3.12553873,1624
5,10000,93,3.13781991,1640
5,10000,94,3.15155061,1658
5,10000,95,3.10930900,1603
5,10000,96,3.09607696,1586
5,10000,97,3.09295119,1582
5,10000,98,3.17197997,1685
5,10000,99,3.13628870,1638
5,10000,summary,3.14131268,0.02545127
5,50000,0,3.15215878,8294
5,50000,1,3.13245578,8165
5,50000,2,3.13260923,8166
5,50000,3,3.15124645,8288
5,50000,4,3.13644187,8191
5,50000,5,3.13414313,8176
5,50000,6,3.16504106,8379
5,50000,7,3.14500160,8247
5,50000,8,3.15504520,8313
5,50000,9,3.15337460,8302
5,50000,10,3.13291610,8168
5,50000,11,3.13015264,8150
5,50000,12,3.12168598,8095
5,50000,13,3.14637401,8256
5,50000,14,3.11798062,8071
5,50000,15,3.12461472,8114
5,50000,16,3.17243172,8428
5,50000,17,3.15109436,8287
5,50000,18,3.12923068,8144
5,50000,19,3.14271224,8232
5,50000,20,3.14667887,8258
5,50000,21,3.15458971,8310
5,50000,22,3.15458971,8310
5,50000,23,3.13567591,8186
5,50000,24,3.12430663,8112
5,50000,25,3.14545917,8250
5,50000,26,3.14820250,8268
5,50000,27,3.15413413,8307
5,50000,28,3.16473886,8377
5,50000,29,3.15124645,8288
5,50000,30,3.11628012,8060
5,50000,31,3.14972503,8278
5,50000,32,3.14133743,8223
5,50000,33,3.11117026,8027
5,50000,34,3.13444978,8178
5,50000,35,3.12106888,8091
5,50000,36,3.13613552,8189
5,50000,37,3.13030626,8151
5,50000,38,3.15671447,8324
5,50000,39,3.15155061,8290
5,50000,40,3.14133743,8223
5,50000,41,3.15489338,8312
5,50000,42,3.14698369,8260
5,50000,43,3.13797297,8201
5,50000,44,3.16383197,8371
5,50000,45,3.12846206,8139
5,50000,46,3.15428600,8308
5,50000,47,3.15701784,8326
5,50000,48,3.14942061,8276
5,50000,49,3.16110896,8353
5,50000,50,3.12322794,8105
5,50000,51,3.15033373,8282
5,50000,52,3.15079014,8285
5,50000,53,3.15170267,8291
5,50000,54,3.15139854,8289
5,50000,55,3.14835481,8269
5,50000,56,3.12230290,8099
5,50000,57,3.11890758,8077
5,50000,58,3.14926839,8275
5,50000,59,3.12106888,8091
5,50000,60,3.14103179,8221
5,50000,61,3.14896391,8273
5,50000,62,3.15383035,8305
5,50000,63,3.14317032,8235
5,50000,64,3.13873809,8206
5,50000,65,3.14026750,8216
5,50000,66,3.14759319,8264
5,50000,67,3.14759319,8264
5,50000,68,3.15215878,8294
5,50000,69,3.15246280,8296
5,50000,70,3.13644187,8191
5,50000,71,3.14194857,8227
5,50000,72,3.12353619,8107
5,50000,73,3.13352971,8172
5,50000,74,3.14637401,8256
5,50000,75,3.14850710,8270
5,50000,76,3.14317032,8235
5,50000,77,3.15777605,8331
5,50000,78,3.14545917,8250
5,50000,79,3.11333962,8041
5,50000,80,3.13245578,8165
5,50000,81,3.13812601,8202
5,50000,82,3.13736066,8197
5,50000,83,3.13781991,8200
5,50000,84,3.14225407,8229
5,50000,85,3.12122317,8092
5,50000,86,3.15747280,8329
5,50000,87,3.13138130,8158
5,50000,88,3.13736066,8197
5,50000,89,3.14667887,8258
5,50000,90,3.15367844,8304
5,50000,91,3.15458971,8310
5,50000,92,3.13980880,8213
5,50000,93,3.14972503,8278
5,50000,94,3.13138130,8158
5,50000,95,3.13383644,8174
5,50000,96,3.16141169,8355
5,50000,97,3.15959465,8343
5,50000,98,3.13628870,8190
5,50000,99,3.09185605,7903
5,50000,summary,3.14187938,0.01369469
5,100000,0,3.12869267,16281
5,100000,1,3.13858509,16410
5,100000,2,3.13406646,16351
5,100000,3,3.14118462,16444
5,100000,4,3.14492533,16493
5,100000,5,3.13536944,16368
5,100000,6,3.14049682,16435
5,100000,7,3.13521619,16366
5,100000,8,3.15663863,16647
5,100000,9,3.13835556,16407
5,100000,10,3.13460308,16358
5,100000,11,3.14667887,16516
5,100000,12,3.14797403,16533
5,100000,13,3.15162664,16581
5,100000,14,3.14233044,16459
5,100000,15,3.14995331,16559
5,100000,16,3.13375976,16347
5,100000,17,3.12815453,16274
5,100000,18,3.13483302,16361
5,100000,19,3.12600058,16246
5,100000,20,3.14766936,16529
5,100000,21,3.13980880,16426
5,100000,22,3.13214884,16326
5,100000,23,3.14507787,16495
5,100000,24,3.14934450,16551
5,100000,25,3.14408616,16482
5,100000,26,3.14904003,16547
5,100000,27,3.14080254,16439
5,100000,28,3.14064968,16437
5,100000,29,3.14149023,16448
5,100000,30,3.14423876,16484
5,100000,31,3.15010549,16561
5,100000,32,3.15170267,16582
5,100000,33,3.12446068,16226
5,100000,34,3.12823142,16275
5,100000,35,3.12407552,16221
5,100000,36,3.13069027,16307
5,100000,37,3.14797403,16533
5,100000,38,3.13827905,16406
5,100000,39,3.13368308,16346
5,100000,40,3.14110821,16443
5,100000,41,3.13720756,16392
5,100000,42,3.14904003,16547
5,100000,43,3.16247090,16724
5,100000,44,3.14408616,16482
5,100000,45,3.14324665,16471
5,100000,46,3.14492533,16493
5,100000,47,3.14812635,16535
5,100000,48,3.13368308,16346
5,100000,49,3.12884640,16283
5,100000,50,3.13850858,16409
5,100000,51,3.13896757,16415
5,100000,52,3.14865938,16542
5,100000,53,3.13291610,16336
5,100000,54,3.13873809,16412
5,100000,55,3.15557647,16633
5,100000,56,3.13138130,16316
5,100000,57,3.14133743,16446
5,100000,58,3.14469650,16490
5,100000,59,3.15421006,16615
5,100000,60,3.13636529,16381
5,100000,61,3.14439135,16486
5,100000,62,3.15648692,16645
5,100000,63,3.14042038,16434
5,100000,64,3.14584040,16505
5,100000,65,3.15618348,16641
5,100000,66,3.13858509,16410
5,100000,67,3.15337460,16604
5,100000,68,3.13636529,16381
5,100000,69,3.13850858,16409
5,100000,70,3.12653928,16253
5,100000,71,3.13613552,16378
5,100000,72,3.14713608,16522
5,100000,73,3.14553542,16501
5,100000,74,3.14339931,16473
5,100000,75,3.13460308,16358
5,100000,76,3.16451217,16751
5,100000,77,3.13161159,16319
5,100000,78,3.15504520,16626
5,100000,79,3.14492533,16493
5,100000,80,3.13506293,16364
5,100000,81,3.15405818,16613
5,100000,82,3.14339931,16473
5,100000,83,3.14240681,16460
5,100000,84,3.14278860,16465
5,100000,85,3.14736464,16525
5,100000,86,3.12607755,16247
5,100000,87,3.14865938,16542
5,100000,88,3.13345301,16343
5,100000,89,3.14728846,16524
5,100000,90,3.13176510,16321
5,100000,91,3.14835481,16538
5,100000,92,3.13237905,16329
5,100000,93,3.13460308,16358
5,100000,94,3.16420988,16747
5,100000,95,3.14492533,16493
5,100000,96,3.15451379,16619
5,100000,97,3.12900012,16285
5,100000,98,3.14759319,16528
5,100000,99,3.13544606,16369
5,100000,summary,3.14170050,0.00890075
5,500000,0,3.13375976,81735
5,500000,1,3.13766684,81990
5,500000,2,3.13659503,81920
5,500000,3,3.14483380,82459
5,500000,4,3.14942061,82760
5,500000,5,3.14771506,82648
5,500000,6,3.14197912,82272
5,500000,7,3.13818723,82024
5,500000,8,3.14480329,82457
5,500000,9,3.13997700,82141
5,500000,10,3.14491007,82464
5,500000,11,3.14281914,82327
5,500000,12,3.13993113,82138
5,500000,13,3.13662566,81922
5,500000,14,3.14397933,82403
5,500000,15,3.14291075,82333
5,500000,16,3.14419298,82417
5,500000,17,3.13513956,81825
5,500000,18,3.13835556,82035
5,500000,19,3.13876869,82062
5,500000,20,3.14469650,82450
5,500000,21,3.14680081,82588
5,500000,22,3.14075668,82192
5,500000,23,3.14480329,82457
5,500000,24,3.13867689,82056
5,500000,25,3.14147495,82239
5,500000,26,3.14702941,82603
5,500000,27,3.14087896,82200
5,500000,28,3.13821784,82026
5,500000,29,3.13731473,81967
5,500000,30,3.13593637,81877
5,500000,31,3.14277333,82324
5,500000,32,3.15183951,82919
5,500000,33,3.14304817,82342
5,500000,34,3.14026750,82160
5,500000,35,3.14477278,82455
5,500000,36,3.14278860,82325
5,500000,37,3.13811071,82019
5,500000,38,3.14265116,82316
5,500000,39,3.14190274,82267
5,500000,40,3.14422350,82419
5,500000,41,3.14054268,82178
5,500000,42,3.14298710,82338
5,500000,43,3.14640450,82562
5,500000,44,3.14291075,82333
5,500000,45,3.14083310,82197
5,500000,46,3.13627338,81899
5,500000,47,3.13941117,82104
5,500000,48,3.14373513,82387
5,500000,49,3.14139855,82234
5,500000,50,3.13757499,81984
5,500000,51,3.13696257,81944
5,500000,52,3.14150551,82241
5,500000,53,3.14984679,82788
5,500000,54,3.14231517,82294
5,500000,55,3.14702941,82603
5,500000,56,3.14934450,82755
5,500000,57,3.14515414,82480
5,500000,58,3.14171941,82255
5,500000,59,3.14167358,82252
5,500000,60,3.14823297,82682
5,500000,61,3.13960999,82117
5,500000,62,3.14446764,82435
5,500000,63,3.14064968,82185
5,500000,64,3.14570317,82516
5,500000,65,3.14171941,82255
5,500000,66,3.13561462,81856
5,500000,67,3.14423876,82420
5,500000,68,3.13837087,82036
5,500000,69,3.13705444,81950
5,500000,70,3.14037452,82167
5,500000,71,3.14274279,82322
5,500000,72,3.13794235,82008
5,500000,73,3.14170414,82254
5,500000,74,3.14527616,82488
5,500000,75,3.14579466,82522
5,500000,76,3.14263589,82315
5,500000,77,3.14344511,82368
5,500000,78,3.14129159,82227
5,500000,79,3.14246790,82304
5,500000,80,3.14381145,82392
5,500000,81,3.13837087,82036
5,500000,82,3.14975547,82782
5,500000,83,3.14312451,82347
5,500000,84,3.13800358,82012
5,500000,85,3.13598233,81880
5,500000,86,3.14843095,82695
5,500000,87,3.14255953,82310
5,500000,88,3.14168886,82253
5,500000,89,3.14266643,82317
5,500000,90,3.14298710,82338
5,500000,91,3.13795766,82009
5,500000,92,3.14103179,82210
5,500000,93,3.14187219,82265
5,500000,94,3.15047067,82829
5,500000,95,3.14259008,82312
5,500000,96,3.14291075,82333
5,500000,97,3.14101651,82209
5,500000,98,3.14820250,82680
5,500000,99,3.13509358,81822
5,500000,summary,3.14207021,0.00381236
5,1000000,0,3.14211660,164562
5,1000000,1,3.13951059,164221
5,1000000,2,3.14063440,164368
5,1000000,3,3.14104708,164422
